PLAYER CONTRACT SUMMARY
Player Name,Ross#44 Johnston
NHL Player ID,8477527
Official Name,Ross Johnston
Current Team,ANA
Position,L
Number,#44
Export Date,2025-10-16 16:21:59

DATA SUMMARY
Total Contracts,3
Total Contract Details,11

CONTRACTS
Type,Team,Signing Date,Length (Years),Total Value,Cap Hit,Expiry Status
Standard Contract (Extension),NYI,2021-10-26,4,4400000,,"UFACap Percent : 1.2%Signing Team: New York IslandersSigning Date: Oct. 26, 2021"
Standard Contract,NYI,2018-07-09,4,4000000,,"UFACap Percent : -%Signing Team: New York IslandersSigning Date: Jul. 9, 2018"
Entry-Level Contract,NYI,2015-03-31,3,2000000,,"RFA (Arb)Cap Percent : -%Signing Team: New York IslandersSigning Date: Mar. 31, 2015"

CONTRACT DETAILS - YEAR BY YEAR
Season,Clause,Cap Hit,Cap %,AAV,Performance Bonuses,Signing Bonuses,Base Salary,Total Salary,Minors Salary
2022-23,-,"$1,100,000",1.3%,"$1,100,000",$0,$0,"$1,100,000","$1,100,000",-
2023-24,-,"$1,100,000",1.3%,"$1,100,000",$0,$0,"$1,100,000","$1,100,000",-
2024-25,-,"$1,100,000",1.3%,"$1,100,000",$0,$0,"$1,100,000","$1,100,000",-
2025-26,-,"$1,100,000",1.2%,"$1,100,000",$0,$0,"$1,100,000","$1,100,000",-
2018-19,-,"$1,000,000",1.3%,"$1,000,000",$0,$0,"$1,000,000","$1,000,000",-
2019-20,-,"$1,000,000",1.2%,"$1,000,000",$0,$0,"$1,000,000","$1,000,000",-
2020-21,-,"$1,000,000",1.2%,"$1,000,000",$0,$0,"$1,000,000","$1,000,000",-
2021-22,-,"$1,000,000",1.2%,"$1,000,000",$0,$0,"$1,000,000","$1,000,000",-
2015-16,-,"$666,667",0.9%,"$666,667",$0,"$20,000","$600,000","$620,000","$60,000"
2016-17,-,"$666,667",0.9%,"$666,667",$0,"$20,000","$650,000","$670,000","$60,000"
2017-18,-,"$666,667",0.9%,"$666,667",$0,"$10,000","$700,000","$710,000","$70,000"

