PLAYER CONTRACT SUMMARY
Player Name,Jim#40 O'Brien
NHL Player ID,8474024
Official Name,Jim O'Brien
Current Team,NJD
Position,C
Number,#40
Export Date,2025-10-17 15:29:42

DATA SUMMARY
Total Contracts,5
Total Contract Details,11

CONTRACTS
Type,Team,Signing Date,Length (Years),Total Value,Cap Hit,Expiry Status
Standard Contract,OTT,2018-02-25,2,1300000,,"UFACap Percent : -%Signing Team: Ottawa SenatorsSigning Date: Feb. 25, 2018"
Standard Contract,COL,2016-07-01,1,600000,,"UFACap Percent : -%Signing Team: Colorado AvalancheSigning Date: Jul. 1, 2016"
Standard Contract,NJD,2015-07-01,1,575000,,"UFACap Percent : -%Signing Team: New Jersey DevilsSigning Date: Jul. 1, 2015"
Standard Contract,OTT,2012-07-18,2,1275000,,"RFA (Arb)Cap Percent : -%Signing Team: Ottawa SenatorsSigning Date: Jul. 18, 2012"
Entry-Level Contract,OTT,2007-08-13,3,2625000,,"RFACap Percent : -%Signing Team: Ottawa SenatorsSigning Date: Aug. 13, 2007"

CONTRACT DETAILS - YEAR BY YEAR
Season,Clause,Cap Hit,Cap %,AAV,Performance Bonuses,Signing Bonuses,Base Salary,Total Salary,Minors Salary
2017-18,-,"$650,000",0.9%,"$650,000",$0,$0,"$650,000","$650,000","$175,000"
2018-19,-,"$650,000",0.8%,"$650,000",$0,$0,"$650,000","$650,000","$175,000"
2016-17,-,"$600,000",0.8%,"$600,000",$0,$0,"$600,000","$600,000","$285,000"
2015-16,-,"$575,000",0.8%,"$575,000",$0,$0,"$575,000","$575,000","$225,000"
2012-13,-,"$637,500",1.1%,"$637,500",$0,$0,"$625,000","$625,000",-
2013-14,-,"$637,500",1.0%,"$637,500",$0,$0,"$650,000","$650,000",-
2007-08,-,"$679,167",1.4%,"$875,000",$0,"$87,500",-,-,-
2008-09,-,"$650,000",1.1%,"$845,833",$0,"$87,500",-,-,-
2009-10,-,"$620,833",1.1%,"$816,667","$287,500","$87,500","$500,000","$587,500","$65,000"
2010-11,-,"$620,833",1.0%,"$816,667","$212,500",$0,"$575,000","$575,000","$65,000"
2011-12,-,"$620,833",1.0%,"$816,667","$87,500",$0,"$700,000","$700,000","$65,000"

