PLAYER CONTRACT SUMMARY
Player Name,Daniel# Paille
NHL Player ID,8470230
Official Name,Daniel Paille
Current Team,NYR
Position,L
Export Date,2025-10-17 15:55:32

DATA SUMMARY
Total Contracts,5
Total Contract Details,9

CONTRACTS
Type,Team,Signing Date,Length (Years),Total Value,Cap Hit,Expiry Status
Standard Contract,NYR,2016-01-21,1,575000,,"UFACap Percent : -%Signing Team: New York RangersSigning Date: Jan. 21, 2016"
Standard Contract (Extension),BOS,2012-06-01,3,3900000,,"UFACap Percent : -%Signing Team: Boston BruinsSigning Date: Jun. 1, 2012"
Standard Contract,BOS,2010-07-01,2,2150000,,"UFACap Percent : -%Signing Team: Boston BruinsSigning Date: Jul. 1, 2010"
Standard Contract,BUF,2008-07-16,2,2250000,,"UFACap Percent : -%Signing Team: Buffalo SabresSigning Date: Jul. 16, 2008"
Standard Contract,BUF,2007-07-19,1,585200,,"RFACap Percent : -%Signing Team: Buffalo SabresSigning Date: Jul. 19, 2007"

CONTRACT DETAILS - YEAR BY YEAR
Season,Clause,Cap Hit,Cap %,AAV,Performance Bonuses,Signing Bonuses,Base Salary,Total Salary,Minors Salary
2015-16,-,"$575,000",0.8%,"$575,000",$0,$0,"$575,000","$575,000","$100,000"
2012-13,-,"$1,300,000",2.2%,"$1,300,000",$0,$0,"$1,300,000","$1,300,000",-
2013-14,-,"$1,300,000",2.0%,"$1,300,000",$0,$0,"$1,300,000","$1,300,000",-
2014-15,-,"$1,300,000",1.9%,"$1,300,000",$0,$0,"$1,300,000","$1,300,000",-
2010-11,-,"$1,075,000",1.8%,"$1,075,000",$0,$0,"$1,000,000","$1,000,000",-
2011-12,-,"$1,075,000",1.7%,"$1,075,000",$0,$0,"$1,150,000","$1,150,000",-
2008-09,-,"$1,125,000",2.0%,"$1,125,000",$0,$0,"$900,000","$900,000",-
2009-10,-,"$1,125,000",2.0%,"$1,125,000",$0,$0,"$1,350,000","$1,350,000",-
2007-08,-,"$585,200",1.2%,"$585,200",$0,$0,"$585,200","$585,200",-

