PLAYER CONTRACT SUMMARY
Player Name,Dylan#11 Guenther
NHL Player ID,8482699
Official Name,Dylan Guenther
Current Team,UTA
Position,R
Number,#11
Export Date,2025-10-16 16:49:16

DATA SUMMARY
Total Contracts,2
Total Contract Details,12

CONTRACTS
Type,Team,Signing Date,Length (Years),Total Value,Cap Hit,Expiry Status
Standard Contract (Extension),UTA,2024-09-20,8,57142856,,"UFACap Percent : 7.5%Signing Team: Utah Hockey ClubSigning Date: Sep. 20, 2024"
Entry-Level Contract,ARI,2021-08-30,3,5325000,,"RFACap Percent : -%Signing Team: Arizona CoyotesSigning Date: Aug. 30, 2021"

CONTRACT DETAILS - YEAR BY YEAR
Season,Clause,Cap Hit,Cap %,AAV,Performance Bonuses,Signing Bonuses,Base Salary,Total Salary,Minors Salary
2025-26,-,"$7,142,857",7.5%,"$7,142,857",$0,$0,"$9,000,000","$9,000,000",-
2026-27,-,"$7,142,857",6.9%,"$7,142,857",$0,$0,"$6,750,000","$6,750,000",-
2027-28,-,"$7,142,857",6.3%,"$7,142,857",$0,$0,"$9,000,000","$9,000,000",-
2028-29,-,"$7,142,857",5.8%,"$7,142,857",$0,$0,"$9,000,000","$9,000,000",-
2029-30,-,"$7,142,857",5.4%,"$7,142,857",$0,$0,"$6,750,000","$6,750,000",-
2030-31,M-NTC,"$7,142,857",5.1%,"$7,142,857",$0,$0,"$5,700,000","$5,700,000",-
2031-32,M-NTC,"$7,142,857",4.9%,"$7,142,857",$0,$0,"$5,500,000","$5,500,000",-
2032-33,M-NTC,"$7,142,857",4.6%,"$7,142,857",$0,$0,"$5,442,856","$5,442,856",-
2021-22,-,"$925,000",1.1%,"$1,775,000",$0,"$92,500",-,-,-
2022-23,-,"$894,167",1.1%,"$1,744,167","$850,000","$92,500","$832,500","$925,000","$80,000"
2023-24,-,"$894,167",1.1%,"$1,744,167","$850,000","$92,500","$832,500","$925,000","$80,000"
2024-25,-,"$894,167",1.0%,"$1,744,167","$850,000",$0,"$832,500","$832,500","$80,000"

