PLAYER CONTRACT SUMMARY
Player Name,Joona#15 Koppanen
NHL Player ID,8479533
Official Name,Joona Koppanen
Current Team,BOS
Position,L
Number,#45
Export Date,2025-10-18 14:40:40

DATA SUMMARY
Total Contracts,5
Total Contract Details,9

CONTRACTS
Type,Team,Signing Date,Length (Years),Total Value,Cap Hit,Expiry Status
Two-Way Contract,PIT,2025-06-17,1,775000,,"UFACap Percent : 0.8%Signing Team: Pittsburgh PenguinsSigning Date: Jun. 17, 2025"
Standard Contract,PIT,2023-07-01,2,1550000,,"UFACap Percent : -%Signing Team: Pittsburgh PenguinsSigning Date: Jul. 1, 2023"
Standard Contract (Extension),BOS,2022-06-02,1,750000,,"UFA (Group 6)Cap Percent : -%Signing Team: Boston BruinsSigning Date: Jun. 2, 2022"
Standard Contract (Extension),BOS,2021-07-07,1,750000,,"RFA (Arb)Cap Percent : -%Signing Team: Boston BruinsSigning Date: Jul. 7, 2021"
Entry-Level Contract,BOS,2017-04-13,3,2825000,,"RFACap Percent : -%Signing Team: Boston BruinsSigning Date: Apr. 13, 2017"

CONTRACT DETAILS - YEAR BY YEAR
Season,Clause,Cap Hit,Cap %,AAV,Performance Bonuses,Signing Bonuses,Base Salary,Total Salary,Minors Salary
2025-26,-,"$775,000",0.8%,"$775,000",$0,$0,"$775,000","$775,000","$475,000"
2023-24,-,"$775,000",0.9%,"$775,000",$0,$0,"$775,000","$775,000","$450,000"
2024-25,-,"$775,000",0.9%,"$775,000",$0,$0,"$775,000","$775,000","$775,000"
2022-23,-,"$750,000",0.9%,"$750,000",$0,$0,"$750,000","$750,000","$200,000"
2021-22,-,"$750,000",0.9%,"$750,000",$0,$0,"$750,000","$750,000","$80,000"
2017-18,-,"$767,500",1.0%,"$925,000",$0,"$92,500",-,-,-
2018-19,-,"$753,333",0.9%,"$910,833","$182,500","$92,500","$650,000","$742,500","$70,000"
2019-20,-,"$753,333",0.9%,"$910,833","$182,500","$92,500","$700,000","$792,500","$70,000"
2020-21,-,"$753,333",0.9%,"$910,833","$107,500",$0,"$725,000","$725,000","$70,000"

