PLAYER CONTRACT SUMMARY
Player Name,Adam#34 Boqvist
NHL Player ID,8480871
Official Name,Adam Boqvist
Current Team,NYI
Position,D
Number,#34
Export Date,2025-10-16 16:39:14

DATA SUMMARY
Total Contracts,4
Total Contract Details,10

CONTRACTS
Type,Team,Signing Date,Length (Years),Total Value,Cap Hit,Expiry Status
Standard Contract (Extension),NYI,2025-05-30,1,850000,,"RFA (Arb)Cap Percent : 0.9%Signing Team: New York IslandersSigning Date: May. 30, 2025"
Standard Contract,NYI,2024-07-09,1,850000,,"RFA (Arb)Cap Percent : -%Signing Team: New York IslandersSigning Date: Jul. 9, 2024"
Standard Contract (Extension),CBJ,2022-07-06,3,7800000,,"UFACap Percent : 2.7%Signing Team: Columbus Blue JacketsSigning Date: Jul. 6, 2022"
Entry-Level Contract,CHI,2018-07-01,3,5325000,,"RFACap Percent : -%Signing Team: Chicago BlackhawksSigning Date: Jul. 1, 2018"

CONTRACT DETAILS - YEAR BY YEAR
Season,Clause,Cap Hit,Cap %,AAV,Performance Bonuses,Signing Bonuses,Base Salary,Total Salary,Minors Salary
2025-26,-,"$850,000",0.9%,"$850,000",$0,$0,"$850,000","$850,000",-
2024-25,-,"$850,000",1.0%,"$850,000",$0,$0,"$850,000","$850,000",-
2022-23,-,"$2,600,000",3.2%,"$2,600,000",$0,$0,"$2,000,000","$2,000,000",-
2023-24,-,"$2,600,000",3.1%,"$2,600,000",$0,$0,"$2,600,000","$2,600,000",-
2024-25,-,"$2,600,000",3.0%,"$2,600,000",$0,$0,"$3,200,000","$3,200,000",-
2025-26,-,"$2,600,000",2.7%,"$2,600,000",$0,$0,"$3,200,000","$3,200,000",-
2018-19,-,"$925,000",1.2%,"$1,775,000",$0,"$92,500",-,-,-
2019-20,-,"$894,167",1.1%,"$1,744,167","$850,000","$92,500","$832,500","$925,000","$70,000"
2020-21,-,"$894,167",1.1%,"$1,744,167","$850,000","$92,500","$832,500","$925,000","$70,000"
2021-22,-,"$894,167",1.1%,"$1,744,167","$850,000",$0,"$832,500","$832,500","$70,000"

