PLAYER CONTRACT SUMMARY
Player Name,Cody#20 Eakin
NHL Player ID,8475236
Official Name,Cody Eakin
Current Team,DAL
Position,C
Number,#20
Export Date,2025-10-17 14:45:19

DATA SUMMARY
Total Contracts,4
Total Contract Details,13

CONTRACTS
Type,Team,Signing Date,Length (Years),Total Value,Cap Hit,Expiry Status
Standard Contract,BUF,2020-10-10,2,4500000,,"UFACap Percent : -%Signing Team: Buffalo SabresSigning Date: Oct. 10, 2020"
Standard Contract (Extension),DAL,2015-08-28,4,15400000,,"UFACap Percent : -%Signing Team: Dallas StarsSigning Date: Aug. 28, 2015"
Standard Contract,DAL,2014-09-29,2,3800000,,"RFA (Arb)Cap Percent : -%Signing Team: Dallas StarsSigning Date: Sep. 29, 2014"
Entry-Level Contract,WSH,2009-10-20,3,2050000,,"RFACap Percent : -%Signing Team: Washington CapitalsSigning Date: Oct. 20, 2009"

CONTRACT DETAILS - YEAR BY YEAR
Season,Clause,Cap Hit,Cap %,AAV,Performance Bonuses,Signing Bonuses,Base Salary,Total Salary,Minors Salary
2020-21,-,"$2,250,000",2.8%,"$2,250,000",$0,$0,"$2,000,000","$2,000,000",-
2021-22,-,"$2,250,000",2.8%,"$2,250,000",$0,$0,"$2,500,000","$2,500,000",-
2016-17,-,"$3,850,000",5.3%,"$3,850,000",$0,"$200,000","$3,650,000","$3,850,000",-
2017-18,-,"$3,850,000",5.1%,"$3,850,000",$0,$0,"$3,850,000","$3,850,000",-
2018-19,-,"$3,850,000",4.8%,"$3,850,000",$0,$0,"$3,850,000","$3,850,000",-
2019-20,-,"$3,850,000",4.7%,"$3,850,000",$0,$0,"$3,850,000","$3,850,000",-
2014-15,-,"$1,900,000",2.8%,"$1,900,000",$0,$0,"$1,500,000","$1,500,000",-
2015-16,-,"$1,900,000",2.7%,"$1,900,000",$0,$0,"$2,300,000","$2,300,000",-
2009-10,-,"$618,333",1.1%,"$683,333",$0,"$70,000",-,-,-
2010-11,-,"$595,555",1.0%,"$660,555",$0,"$70,000",-,-,-
2011-12,-,"$571,667",0.9%,"$636,667","$80,000","$65,000","$550,000","$615,000","$65,000"
2012-13,-,"$571,667",1.0%,"$636,667","$80,000",$0,"$550,000","$550,000","$65,000"
2013-14,-,"$571,667",0.9%,"$636,667","$35,000",$0,"$550,000","$550,000","$65,000"

