PLAYER CONTRACT SUMMARY
Player Name,Sam#35 Montembeault
NHL Player ID,8478470
Official Name,Sam Montembeault
Current Team,MTL
Position,G
Number,#35
Export Date,2025-10-16 16:36:24

DATA SUMMARY
Total Contracts,6
Total Contract Details,11

CONTRACTS
Type,Team,Signing Date,Length (Years),Total Value,Cap Hit,Expiry Status
Standard Contract (Extension),MTL,2023-12-01,3,9450000,,"UFACap Percent : 3.3%Signing Team: Montreal CanadiensSigning Date: Dec. 1, 2023"
Standard Contract,MTL,2022-07-18,2,2000000,,"UFACap Percent : -%Signing Team: Montreal CanadiensSigning Date: Jul. 18, 2022"
Standard Contract,FLA,2021-08-01,1,750000,,"RFA (Arb)Cap Percent : -%Signing Team: Florida PanthersSigning Date: Aug. 1, 2021"
Standard Contract,FLA,2020-12-22,1,700000,,"RFA (Arb)Cap Percent : -%Signing Team: Florida PanthersSigning Date: Dec. 22, 2020"
Standard Contract,FLA,2019-07-15,1,708750,,"RFACap Percent : -%Signing Team: Florida PanthersSigning Date: Jul. 15, 2019"
Entry-Level Contract,FLA,2016-05-10,3,2775000,,"10.2(c)Cap Percent : -%Signing Team: Florida PanthersSigning Date: May 10, 2016"

CONTRACT DETAILS - YEAR BY YEAR
Season,Clause,Cap Hit,Cap %,AAV,Performance Bonuses,Signing Bonuses,Base Salary,Total Salary,Minors Salary
2024-25,-,"$3,150,000",3.6%,"$3,150,000",$0,"$1,000,000","$3,000,000","$4,000,000",-
2025-26,-,"$3,150,000",3.3%,"$3,150,000",$0,$0,"$3,000,000","$3,000,000",-
2026-27,-,"$3,150,000",3.0%,"$3,150,000",$0,$0,"$2,450,000","$2,450,000",-
2022-23,-,"$1,000,000",1.2%,"$1,000,000",$0,$0,"$1,000,000","$1,000,000",-
2023-24,-,"$1,000,000",1.2%,"$1,000,000",$0,$0,"$1,000,000","$1,000,000",-
2021-22,-,"$750,000",0.9%,"$750,000",$0,$0,"$750,000","$750,000","$250,000"
2020-21,-,"$700,000",0.9%,"$700,000",$0,$0,"$700,000","$700,000","$85,000"
2019-20,-,"$708,750",0.9%,"$708,750",$0,$0,"$708,750","$708,750","$70,000"
2016-17,-,"$725,833",1.0%,"$925,000","$257,500","$92,500","$575,000","$667,500","$70,000"
2017-18,-,"$725,833",1.0%,"$925,000","$182,500","$92,500","$650,000","$742,500","$70,000"
2018-19,-,"$725,833",0.9%,"$925,000","$157,500","$92,500","$675,000","$767,500","$70,000"

